station_id,lon,lat
211,14.791,9.959
212,14.791,11.375
213,14.791,12.792
214,14.791,14.209
215,16.208,-28.291
216,16.208,-21.208
217,16.208,-19.791
218,16.208,-18.375
219,16.208,-16.958
220,16.208,-15.541
221,16.208,-14.125
222,16.208,-12.708
223,16.208,-11.291
224,16.208,-9.875
225,16.208,-8.458
226,16.208,-7.041
227,16.208,-5.625
228,16.208,-4.208
229,16.208,-2.791
230,16.208,-1.375
231,16.208,0.042
232,16.208,1.459
233,16.208,2.875
234,16.208,4.292
235,16.208,5.709
236,16.208,7.125
237,16.208,8.542
238,16.208,9.959
239,16.208,11.375
240,16.208,12.792
241,16.208,14.209
242,17.624,-21.208
243,17.624,-19.791
244,17.624,-18.375
245,17.624,-16.958
246,17.624,-15.541
247,17.624,-14.125
248,17.624,-12.708
249,17.624,-11.291
250,17.624,-9.875
251,17.624,-8.458
252,17.624,-7.041
253,17.624,-5.625
254,17.624,-4.208
255,17.624,-2.791
256,17.624,-1.375
257,17.624,0.042
258,17.624,1.459
259,17.624,2.875
260,17.624,4.292
261,17.624,5.709
262,17.624,7.125
263,17.624,8.542
264,17.624,9.959
265,17.624,11.375
266,17.624,12.792
267,17.624,14.209
268,19.041,-33.958
269,19.041,-32.541
270,19.041,-31.125
271,19.041,-18.375
272,19.041,-16.958
273,19.041,-15.541
274,19.041,-14.125
275,19.041,-12.708
276,19.041,-11.291
277,19.041,-9.875
278,19.041,-8.458
279,19.041,-7.041
280,19.041,-5.625
281,19.041,-4.208
282,19.041,-2.791
283,19.041,-1.375
284,19.041,0.042
285,19.041,1.459
286,19.041,2.875
287,19.041,4.292
288,19.041,5.709
289,19.041,7.125
290,19.041,8.542
291,19.041,9.959
292,19.041,11.375
293,19.041,12.792
294,19.041,14.209
295,20.458,-33.958
296,20.458,-32.541
297,20.458,-31.125
298,20.458,-29.708
299,20.458,-28.291
300,20.458,-19.791
301,20.458,-18.375
302,20.458,-16.958
303,20.458,-15.541
304,20.458,-14.125
305,20.458,-12.708
306,20.458,-11.291
307,20.458,-9.875
308,20.458,-8.458
309,20.458,-7.041
310,20.458,-5.625
311,20.458,-4.208
312,20.458,-2.791
313,20.458,-1.375
314,20.458,0.042
315,20.458,1.459
316,20.458,2.875
317,20.458,4.292
318,20.458,5.709
319,20.458,7.125
320,20.458,8.542
321,20.458,9.959
322,20.458,11.375
323,20.458,12.792
324,20.458,14.209
325,20.458,15.625
326,21.874,-33.958
327,21.874,-32.541
328,21.874,-29.708
329,21.874,-28.291
330,21.874,-22.625
331,21.874,-21.208
332,21.874,-19.791
333,21.874,-18.375
334,21.874,-16.958
335,21.874,-15.541
336,21.874,-14.125
337,21.874,-12.708
338,21.874,-11.291
339,21.874,-9.875
340,21.874,-8.458
341,21.874,-7.041
342,21.874,-5.625
343,21.874,-4.208
344,21.874,-2.791
345,21.874,-1.375
346,21.874,0.042
347,21.874,1.459
348,21.874,2.875
349,21.874,4.292
350,21.874,5.709
351,21.874,7.125
352,21.874,8.542
353,21.874,9.959
354,21.874,11.375
355,21.874,12.792
356,21.874,14.209
357,21.874,15.625
358,23.291,-33.958
359,23.291,-32.541
360,23.291,-31.125
361,23.291,-29.708
362,23.291,-28.291
363,23.291,-26.875
364,23.291,-25.458
365,23.291,-24.041
366,23.291,-22.625
367,23.291,-21.208
368,23.291,-19.791
369,23.291,-18.375
370,23.291,-16.958
371,23.291,-15.541
372,23.291,-14.125
373,23.291,-12.708
374,23.291,-11.291
375,23.291,-9.875
376,23.291,-8.458
377,23.291,-7.041
378,23.291,-5.625
379,23.291,-4.208
380,23.291,-1.375
381,23.291,0.042
382,23.291,1.459
383,23.291,2.875
384,23.291,4.292
385,23.291,7.125
386,23.291,8.542
387,23.291,9.959
388,23.291,11.375
389,23.291,14.209
390,24.708,-33.958
391,24.708,-31.125
392,24.708,-29.708
393,24.708,-28.291
394,24.708,-26.875
395,24.708,-25.458
396,24.708,-24.041
397,24.708,-22.625
398,24.708,-21.208
399,24.708,-19.791
400,24.708,-18.375
401,24.708,-16.958
402,24.708,-15.541
403,24.708,-14.125
404,24.708,-12.708
405,24.708,-11.291
406,24.708,-9.875
407,24.708,-8.458
408,24.708,-7.041
409,24.708,-5.625
410,24.708,-4.208
411,24.708,-2.791
412,24.708,-1.375
413,24.708,0.042
414,24.708,1.459
415,24.708,2.875
416,24.708,4.292
417,24.708,8.542
418,24.708,9.959
419,26.124,-32.541
420,26.124,-31.125
421,26.124,-29.708
422,26.124,-28.291
423,26.124,-26.875
424,26.124,-25.458
425,26.124,-24.041
426,26.124,-22.625
427,26.124,-21.208
428,26.124,-19.791
429,26.124,-18.375
430,26.124,-16.958
431,26.124,-15.541
432,26.124,-14.125
433,26.124,-12.708
434,26.124,-11.291
435,26.124,-9.875
436,26.124,-8.458
437,26.124,-7.041
438,26.124,-5.625
439,26.124,-4.208
440,26.124,-2.791
441,26.124,-1.375
442,26.124,0.042
443,26.124,1.459
444,26.124,2.875
445,26.124,4.292
446,26.124,5.709
447,26.124,8.542
448,26.124,9.959
449,27.541,-32.541
450,27.541,-31.125
451,27.541,-29.708
452,27.541,-28.291
453,27.541,-26.875
454,27.541,-25.458
455,27.541,-24.041
456,27.541,-22.625
457,27.541,-21.208
458,27.541,-19.791
459,27.541,-18.375
460,27.541,-16.958
461,27.541,-15.541
462,27.541,-14.125
463,27.541,-12.708
464,27.541,-11.291
465,27.541,-9.875
466,27.541,-8.458
467,27.541,-7.041
468,27.541,-5.625
469,27.541,-4.208
470,27.541,-2.791
471,27.541,-1.375
472,27.541,0.042
473,27.541,1.459
474,27.541,2.875
475,27.541,4.292
476,27.541,5.709
477,27.541,7.125
478,27.541,8.542
479,27.541,9.959
480,28.957,-31.125
481,28.957,-29.708
482,28.957,-28.291
483,28.957,-26.875
484,28.957,-25.458
485,28.957,-24.041
486,28.957,-21.208
487,28.957,-19.791
488,28.957,-18.375
489,28.957,-16.958
490,28.957,-15.541
491,28.957,-14.125
492,28.957,-12.708
493,28.957,-11.291
494,28.957,-9.875
495,28.957,-8.458
496,28.957,-7.041
497,28.957,-5.625
498,28.957,-4.208
499,28.957,-2.791
500,28.957,-1.375
501,28.957,0.042
502,28.957,1.459
503,28.957,2.875
504,28.957,4.292
505,28.957,5.709
506,28.957,7.125
507,28.957,8.542
508,28.957,9.959
509,30.374,-29.708
510,30.374,-28.291
511,30.374,-26.875
512,30.374,-25.458
513,30.374,-24.041
514,30.374,-22.625
515,30.374,-21.208
516,30.374,-19.791
517,30.374,-18.375
518,30.374,-16.958
519,30.374,-15.541
520,30.374,-14.125
521,30.374,-12.708
522,30.374,-11.291
523,30.374,-9.875
524,30.374,-8.458
525,30.374,-7.041
526,30.374,-5.625
527,30.374,-4.208
528,30.374,-2.791
529,30.374,-1.375
530,30.374,0.042
531,30.374,1.459
532,30.374,2.875
533,30.374,4.292
534,30.374,5.709
535,30.374,7.125
536,30.374,8.542
537,30.374,9.959
538,31.791,-28.291
539,31.791,-26.875
540,31.791,-25.458
541,31.791,-24.041
542,31.791,-22.625
543,31.791,-21.208
544,31.791,-19.791
545,31.791,-18.375
546,31.791,-16.958
547,31.791,-15.541
548,31.791,-14.125
549,31.791,-12.708
550,31.791,-11.291
551,31.791,-9.875
552,31.791,-8.458
553,31.791,-7.041
554,31.791,-5.625
555,31.791,-4.208
556,31.791,-2.791
557,31.791,-1.375
558,31.791,0.042
559,31.791,1.459
560,31.791,2.875
561,31.791,4.292
562,31.791,5.709
563,31.791,7.125
564,31.791,8.542
565,31.791,9.959
566,31.791,11.375
567,33.207,-24.041
568,33.207,-22.625
569,33.207,-21.208
570,33.207,-19.791
571,33.207,-18.375
572,33.207,-16.958
573,33.207,-15.541
574,33.207,-14.125
575,33.207,-12.708
576,33.207,-11.291
577,33.207,-9.875
578,33.207,-8.458
579,33.207,-7.041
580,33.207,-5.625
581,33.207,-4.208
582,33.207,-2.791
583,33.207,-1.375
584,33.207,0.042
585,33.207,1.459
586,33.207,2.875
587,33.207,4.292
588,33.207,7.125
589,33.207,8.542
590,33.207,9.959
591,33.207,11.375
592,33.207,12.792
593,34.624,-24.041
594,34.624,-22.625
595,34.624,-21.208
596,34.624,-19.791
597,34.624,-18.375
598,34.624,-16.958
599,34.624,-15.541
600,34.624,-14.125
601,34.624,-12.708
602,34.624,-11.291
603,34.624,-9.875
604,34.624,-8.458
605,34.624,-7.041
606,34.624,-5.625
607,34.624,-4.208
608,34.624,-2.791
609,34.624,-1.375
610,34.624,0.042
611,34.624,1.459
612,34.624,2.875
613,34.624,4.292
614,34.624,7.125
615,34.624,8.542
616,34.624,9.959
617,34.624,11.375
618,36.041,-18.375
619,36.041,-16.958
620,36.041,-15.541
621,36.041,-14.125
622,36.041,-12.708
623,36.041,-11.291
624,36.041,-9.875
625,36.041,-8.458
626,36.041,-7.041
627,36.041,-5.625
628,36.041,-4.208
629,36.041,-2.791
630,36.041,-1.375
631,36.041,0.042
632,36.041,1.459
633,36.041,2.875
634,36.041,4.292
635,36.041,7.125
636,36.041,8.542
637,36.041,9.959
638,36.041,11.375
639,36.041,12.792
640,36.041,14.209
641,36.041,15.625
642,37.457,-16.958
643,37.457,-15.541
644,37.457,-14.125
645,37.457,-12.708
646,37.457,-11.291
647,37.457,-9.875
648,37.457,-8.458
649,37.457,-7.041
650,37.457,-5.625
651,37.457,-4.208
652,37.457,-2.791
653,37.457,-1.375
654,37.457,0.042
655,37.457,1.459
656,37.457,4.292
657,37.457,5.709
658,37.457,7.125
659,37.457,8.542
660,37.457,9.959
661,37.457,11.375
662,37.457,12.792
663,37.457,14.209
664,37.457,15.625
665,37.457,17.042
666,38.874,-16.958
667,38.874,-15.541
668,38.874,-14.125
669,38.874,-12.708
670,38.874,-11.291
671,38.874,-9.875
672,38.874,-7.041
673,38.874,-4.208
674,38.874,-2.791
675,38.874,-1.375
676,38.874,0.042
677,38.874,1.459
678,38.874,2.875
679,38.874,4.292
680,38.874,5.709
681,38.874,7.125
682,38.874,8.542
683,38.874,9.959
684,38.874,11.375
685,38.874,12.792
686,38.874,14.209
687,38.874,15.625
688,38.874,17.042
689,40.291,-15.541
690,40.291,-14.125
691,40.291,-12.708
692,40.291,-11.291
693,40.291,-1.375
694,40.291,0.042
695,40.291,2.875
696,40.291,4.292
697,40.291,5.709
698,40.291,7.125
699,40.291,8.542
700,40.291,9.959
701,40.291,11.375
702,40.291,12.792
703,40.291,14.209
704,40.291,15.625
705,41.707,-1.375
706,41.707,0.042
707,41.707,1.459
708,41.707,4.292
709,41.707,7.125
710,41.707,8.542
711,41.707,11.375
712,43.124,1.459
713,43.124,2.875
714,43.124,4.292
715,43.124,8.542
716,43.124,9.959
717,44.541,-24.041
718,44.541,-22.625
719,44.541,-21.208
720,44.541,-19.791
721,44.541,-18.375
722,44.541,-16.958
723,44.541,2.875
724,44.541,4.292
725,45.957,-24.041
726,45.957,-22.625
727,45.957,-21.208
728,45.957,-19.791
729,45.957,-18.375
730,45.957,-16.958
731,45.957,2.875
732,45.957,4.292
733,45.957,8.542
734,45.957,9.959
735,47.374,-24.041
736,47.374,-22.625
737,47.374,-21.208
738,47.374,-19.791
739,47.374,-18.375
740,47.374,-16.958
741,47.374,-15.541
742,47.374,4.292
743,48.791,-19.791
744,48.791,-18.375
745,48.791,-16.958
746,48.791,-15.541
747,48.791,-14.125
748,50.207,-15.541
749,-17.084,14.917
750,-15.667,12.084
751,-15.667,13.500
752,-15.667,14.917
753,-15.667,16.334
754,-14.251,10.667
755,-14.251,12.084
756,-14.251,13.500
757,-14.251,14.917
758,-14.251,16.334
759,-12.834,9.250
760,-12.834,10.667
761,-12.834,12.084
762,-12.834,13.500
763,-12.834,14.917
764,-12.834,16.334
765,-12.834,20.584
766,-11.417,7.834
767,-11.417,9.250
768,-11.417,10.667
769,-11.417,12.084
770,-11.417,13.500
771,-11.417,14.917
772,-11.417,16.334
773,-10.001,6.417
774,-10.001,7.834
775,-10.001,9.250
776,-10.001,10.667
777,-10.001,12.084
778,-10.001,13.500
779,-10.001,14.917
780,-10.001,16.334
781,-8.584,5.000
782,-8.584,6.417
783,-8.584,7.834
784,-8.584,9.250
785,-8.584,10.667
786,-8.584,12.084
787,-8.584,13.500
788,-8.584,14.917
789,-7.167,5.000
790,-7.167,6.417
791,-7.167,7.834
792,-7.167,9.250
793,-7.167,10.667
794,-7.167,12.084
795,-7.167,13.500
796,-7.167,14.917
797,-5.751,6.417
798,-5.751,7.834
799,-5.751,9.250
800,-5.751,10.667
801,-5.751,12.084
802,-5.751,13.500
803,-5.751,14.917
804,-4.334,6.417
805,-4.334,7.834
806,-4.334,9.250
807,-4.334,10.667
808,-4.334,12.084
809,-4.334,13.500
810,-4.334,14.917
811,-4.334,16.334
812,-2.917,6.417
813,-2.917,7.834
814,-2.917,9.250
815,-2.917,10.667
816,-2.917,12.084
817,-2.917,13.500
818,-2.917,14.917
819,-2.917,16.334
820,-1.501,6.417
821,-1.501,7.834
822,-1.501,9.250
823,-1.501,10.667
824,-1.501,12.084
825,-1.501,13.500
826,-0.084,6.417
827,-0.084,7.834
828,-0.084,9.250
829,-0.084,12.084
830,-0.084,13.500
831,-0.084,14.917
832,-0.084,16.334
833,1.333,6.417
834,1.333,7.834
835,1.333,9.250
836,1.333,10.667
837,1.333,12.084
838,1.333,14.917
839,2.749,6.417
840,2.749,7.834
841,2.749,9.250
842,2.749,10.667
843,2.749,12.084
844,2.749,13.500
845,4.166,7.834
846,4.166,9.250
847,4.166,10.667
848,4.166,12.084
849,4.166,13.500
850,4.166,14.917
851,5.583,5.000
852,5.583,6.417
853,5.583,7.834
854,5.583,9.250
855,5.583,10.667
856,5.583,12.084
857,5.583,13.500
858,5.583,14.917
859,6.999,5.000
860,6.999,6.417
861,6.999,7.834
862,6.999,9.250
863,6.999,10.667
864,6.999,12.084
865,6.999,13.500
866,6.999,14.917
867,8.416,5.000
868,8.416,6.417
869,8.416,7.834
870,8.416,9.250
871,8.416,10.667
872,8.416,12.084
873,8.416,13.500
874,8.416,14.917
875,9.833,-2.083
876,9.833,-0.666
877,9.833,0.750
878,9.833,5.000
879,9.833,6.417
880,9.833,7.834
881,9.833,9.250
882,9.833,10.667
883,9.833,12.084
884,9.833,13.500
885,11.249,-3.500
886,11.249,-2.083
887,11.249,-0.666
888,11.249,0.750
889,11.249,7.834
890,11.249,9.250
891,11.249,10.667
892,11.249,12.084
893,11.249,13.500
894,12.666,-14.833
895,12.666,-13.416
896,12.666,-6.333
897,12.666,-4.916
898,12.666,-3.500
899,12.666,-2.083
900,12.666,-0.666
901,12.666,0.750
902,12.666,2.167
903,12.666,7.834
904,12.666,9.250
905,12.666,10.667
906,12.666,12.084
907,12.666,13.500
908,14.083,-16.250
909,14.083,-14.833
910,14.083,-13.416
911,14.083,-12.000
912,14.083,-10.583
913,14.083,-9.166
914,14.083,-7.750
915,14.083,-6.333
916,14.083,-4.916
917,14.083,-3.500
918,14.083,-2.083
919,14.083,-0.666
920,14.083,2.167
921,14.083,6.417
922,14.083,7.834
923,14.083,9.250
924,14.083,10.667
925,14.083,12.084
926,14.083,13.500
927,15.499,-19.083
928,15.499,-17.666
929,15.499,-16.250
930,15.499,-14.833
931,15.499,-13.416
932,15.499,-12.000
933,15.499,-10.583
934,15.499,-9.166
935,15.499,-7.750
936,15.499,-6.333
937,15.499,-4.916
938,15.499,-3.500
939,15.499,-2.083
940,15.499,5.000
941,15.499,6.417
942,15.499,7.834
943,15.499,9.250
944,15.499,10.667
945,15.499,12.084
946,15.499,13.500
947,16.916,-20.500
948,16.916,-19.083
949,16.916,-17.666
950,16.916,-16.250
951,16.916,-14.833
952,16.916,-13.416
953,16.916,-12.000
954,16.916,-10.583
955,16.916,-9.166
956,16.916,-7.750
957,16.916,-6.333
958,16.916,-4.916
959,16.916,-3.500
960,16.916,-2.083
961,16.916,0.750
962,16.916,3.584
963,16.916,5.000
964,16.916,6.417
965,16.916,7.834
966,16.916,9.250
967,16.916,10.667
968,16.916,13.500
969,18.333,-33.250
970,18.333,-31.833
971,18.333,-20.500
972,18.333,-17.666
973,18.333,-14.833
974,18.333,-13.416
975,18.333,-12.000
976,18.333,-10.583
977,18.333,-9.166
978,18.333,-7.750
979,18.333,-6.333
980,18.333,-4.916
981,18.333,-3.500
982,18.333,-2.083
983,18.333,2.167
984,18.333,3.584
985,18.333,6.417
986,18.333,9.250
987,18.333,10.667
988,18.333,12.084
989,18.333,13.500
990,19.749,-34.666
991,19.749,-33.250
992,19.749,-31.833
993,19.749,-19.083
994,19.749,-17.666
995,19.749,-12.000
996,19.749,-10.583
997,19.749,-9.166
998,19.749,-7.750
999,19.749,-6.333
1000,19.749,-4.916
1001,19.749,-3.500
1002,19.749,-2.083
1003,19.749,-0.666
1004,19.749,2.167
1005,19.749,3.584
1006,19.749,5.000
1007,19.749,6.417
1008,19.749,7.834
1009,19.749,9.250
1010,19.749,10.667
1011,19.749,12.084
1012,19.749,13.500
1013,21.166,-33.250
1014,21.166,-31.833
1015,21.166,-19.083
1016,21.166,-16.250
1017,21.166,-14.833
1018,21.166,-13.416
1019,21.166,-10.583
1020,21.166,-9.166
1021,21.166,-7.750
1022,21.166,-4.916
1023,21.166,-3.500
1024,21.166,-2.083
1025,21.166,-0.666
1026,21.166,2.167
1027,21.166,3.584
1028,21.166,5.000
1029,21.166,6.417
1030,21.166,9.250
1031,21.166,10.667
1032,21.166,12.084
1033,21.166,13.500
1034,21.166,14.917
1035,21.166,16.334
1036,22.583,-33.250
1037,22.583,-31.833
1038,22.583,-19.083
1039,22.583,-16.250
1040,22.583,-14.833
1041,22.583,-13.416
1042,22.583,-12.000
1043,22.583,-10.583
1044,22.583,-9.166
1045,22.583,-7.750
1046,22.583,-6.333
1047,22.583,-4.916
1048,22.583,2.167
1049,22.583,3.584
1050,22.583,6.417
1051,22.583,7.834
1052,22.583,9.250
1053,22.583,10.667
1054,22.583,12.084
1055,22.583,13.500
1056,22.583,14.917
1057,23.999,-31.833
1058,23.999,-30.416
1059,23.999,-29.000
1060,23.999,-27.583
1061,23.999,-26.166
1062,23.999,-24.750
1063,23.999,-23.333
1064,23.999,-20.500
1065,23.999,-19.083
1066,23.999,-17.666
1067,23.999,-16.250
1068,23.999,-14.833
1069,23.999,-13.416
1070,23.999,-12.000
1071,23.999,-10.583
1072,23.999,-9.166
1073,23.999,-7.750
1074,23.999,-6.333
1075,23.999,-4.916
1076,23.999,9.250
1077,25.416,-33.250
1078,25.416,-31.833
1079,25.416,-30.416
1080,25.416,-29.000
1081,25.416,-27.583
1082,25.416,-26.166
1083,25.416,-24.750
1084,25.416,-23.333
1085,25.416,-21.916
1086,25.416,-20.500
1087,25.416,-17.666
1088,25.416,-16.250
1089,25.416,-14.833
1090,25.416,-13.416
1091,25.416,-12.000
1092,25.416,-10.583
1093,25.416,-9.166
1094,25.416,-7.750
1095,25.416,-6.333
1096,25.416,-4.916
1097,25.416,-3.500
1098,25.416,-0.666
1099,25.416,2.167
1100,25.416,3.584
1101,25.416,10.667
1102,26.833,-33.250
1103,26.833,-31.833
1104,26.833,-30.416
1105,26.833,-29.000
1106,26.833,-27.583
1107,26.833,-26.166
1108,26.833,-24.750
1109,26.833,-23.333
1110,26.833,-21.916
1111,26.833,-20.500
1112,26.833,-17.666
1113,26.833,-16.250
1114,26.833,-14.833
1115,26.833,-13.416
1116,26.833,-12.000
1117,26.833,-10.583
1118,26.833,-9.166
1119,26.833,-7.750
1120,26.833,-6.333
1121,26.833,-4.916
1122,26.833,-3.500
1123,26.833,-2.083
1124,26.833,-0.666
1125,26.833,3.584
1126,26.833,5.000
1127,26.833,7.834
1128,26.833,9.250
1129,28.249,-31.833
1130,28.249,-30.416
1131,28.249,-29.000
1132,28.249,-27.583
1133,28.249,-26.166
1134,28.249,-24.750
1135,28.249,-23.333
1136,28.249,-20.500
1137,28.249,-19.083
1138,28.249,-17.666
1139,28.249,-16.250
1140,28.249,-14.833
1141,28.249,-13.416
1142,28.249,-12.000
1143,28.249,-10.583
1144,28.249,-9.166
1145,28.249,-7.750
1146,28.249,-6.333
1147,28.249,-4.916
1148,28.249,-3.500
1149,28.249,-2.083
1150,28.249,-0.666
1151,28.249,0.750
1152,28.249,2.167
1153,28.249,3.584
1154,28.249,5.000
1155,28.249,7.834
1156,28.249,9.250
1157,29.666,-30.416
1158,29.666,-29.000
1159,29.666,-27.583
1160,29.666,-26.166
1161,29.666,-24.750
1162,29.666,-23.333
1163,29.666,-21.916
1164,29.666,-20.500
1165,29.666,-19.083
1166,29.666,-17.666
1167,29.666,-16.250
1168,29.666,-14.833
1169,29.666,-13.416
1170,29.666,-12.000
1171,29.666,-10.583
1172,29.666,-9.166
1173,29.666,-7.750
1174,29.666,-6.333
1175,29.666,-4.916
1176,29.666,-3.500
1177,29.666,-2.083
1178,29.666,-0.666
1179,29.666,0.750
1180,29.666,2.167
1181,29.666,3.584
1182,29.666,5.000
1183,29.666,6.417
1184,29.666,7.834
1185,29.666,9.250
1186,31.082,-29.000
1187,31.082,-27.583
1188,31.082,-26.166
1189,31.082,-24.750
1190,31.082,-23.333
1191,31.082,-21.916
1192,31.082,-20.500
1193,31.082,-19.083
1194,31.082,-17.666
1195,31.082,-16.250
1196,31.082,-14.833
1197,31.082,-13.416
1198,31.082,-12.000
1199,31.082,-10.583
1200,31.082,-9.166
1201,31.082,-7.750
1202,31.082,-6.333
1203,31.082,-4.916
1204,31.082,-3.500
1205,31.082,-2.083
1206,31.082,-0.666
1207,31.082,0.750
1208,31.082,2.167
1209,31.082,3.584
1210,31.082,5.000
1211,31.082,6.417
1212,31.082,9.250
1213,32.499,-27.583
1214,32.499,-26.166
1215,32.499,-24.750
1216,32.499,-23.333
1217,32.499,-21.916
1218,32.499,-20.500
1219,32.499,-19.083
1220,32.499,-17.666
1221,32.499,-16.250
1222,32.499,-14.833
1223,32.499,-13.416
1224,32.499,-12.000
1225,32.499,-10.583
1226,32.499,-9.166
1227,32.499,-7.750
1228,32.499,-6.333
1229,32.499,-4.916
1230,32.499,-3.500
1231,32.499,-2.083
1232,32.499,-0.666
1233,32.499,0.750
1234,32.499,2.167
1235,32.499,3.584
1236,32.499,5.000
1237,32.499,6.417
1238,32.499,9.250
1239,32.499,10.667
1240,32.499,12.084
1241,33.916,-24.750
1242,33.916,-23.333
1243,33.916,-21.916
1244,33.916,-20.500
1245,33.916,-19.083
1246,33.916,-17.666
1247,33.916,-16.250
1248,33.916,-14.833
1249,33.916,-13.416
1250,33.916,-12.000
1251,33.916,-10.583
1252,33.916,-9.166
1253,33.916,-7.750
1254,33.916,-6.333
1255,33.916,-4.916
1256,33.916,-2.083
1257,33.916,-0.666
1258,33.916,0.750
1259,33.916,2.167
1260,33.916,3.584
1261,33.916,5.000
1262,33.916,7.834
1263,33.916,9.250
1264,35.332,-23.333
1265,35.332,-19.083
1266,35.332,-17.666
1267,35.332,-16.250
1268,35.332,-14.833
1269,35.332,-13.416
1270,35.332,-12.000
1271,35.332,-10.583
1272,35.332,-9.166
1273,35.332,-7.750
1274,35.332,-6.333
1275,35.332,-4.916
1276,35.332,-3.500
1277,35.332,-2.083
1278,35.332,-0.666
1279,35.332,0.750
1280,35.332,2.167
1281,35.332,6.417
1282,35.332,7.834
1283,35.332,9.250
1284,35.332,10.667
1285,36.749,-17.666
