station_id,lon,lat
1286,36.749,-16.250
1287,36.749,-14.833
1288,36.749,-13.416
1289,36.749,-12.000
1290,36.749,-10.583
1291,36.749,-9.166
1292,36.749,-7.750
1293,36.749,-6.333
1294,36.749,-4.916
1295,36.749,-2.083
1296,36.749,-0.666
1297,36.749,0.750
1298,36.749,2.167
1299,36.749,5.000
1300,36.749,6.417
1301,36.749,7.834
1302,36.749,9.250
1303,36.749,10.667
1304,36.749,12.084
1305,36.749,13.500
1306,38.166,-16.250
1307,38.166,-14.833
1308,38.166,-13.416
1309,38.166,-10.583
1310,38.166,-9.166
1311,38.166,-7.750
1312,38.166,-6.333
1313,38.166,-4.916
1314,38.166,-3.500
1315,38.166,-2.083
1316,38.166,-0.666
1317,38.166,0.750
1318,38.166,3.584
1319,38.166,5.000
1320,38.166,6.417
1321,38.166,7.834
1322,38.166,9.250
1323,38.166,10.667
1324,38.166,12.084
1325,38.166,13.500
1326,38.166,14.917
1327,38.166,16.334
1328,39.582,-16.250
1329,39.582,-14.833
1330,39.582,-13.416
1331,39.582,-12.000
1332,39.582,-10.583
1333,39.582,-9.166
1334,39.582,-3.500
1335,39.582,-2.083
1336,39.582,3.584
1337,39.582,5.000
1338,39.582,6.417
1339,39.582,7.834
1340,39.582,9.250
1341,39.582,10.667
1342,39.582,12.084
1343,39.582,13.500
1344,40.999,-0.666
1345,40.999,5.000
1346,40.999,6.417
1347,40.999,7.834
1348,40.999,9.250
1349,40.999,10.667
1350,42.416,0.750
1351,42.416,2.167
1352,42.416,3.584
1353,42.416,7.834
1354,42.416,9.250
1355,42.416,10.667
1356,42.416,12.084
1357,43.832,-23.333
1358,43.832,-21.916
1359,43.832,2.167
1360,43.832,3.584
1361,43.832,5.000
1362,43.832,9.250
1363,45.249,-24.750
1364,45.249,-23.333
1365,45.249,-21.916
1366,45.249,-19.083
1367,45.249,-17.666
1368,45.249,-16.250
1369,45.249,2.167
1370,45.249,3.584
1371,45.249,5.000
1372,46.666,-24.750
1373,46.666,-23.333
1374,46.666,-21.916
1375,46.666,-20.500
1376,46.666,-19.083
1377,46.666,-17.666
1378,46.666,-16.250
1379,46.666,3.584
1380,46.666,10.667
1381,48.082,-21.916
1382,48.082,-20.500
1383,48.082,-19.083
1384,48.082,-17.666
1385,48.082,-16.250
1386,48.082,-14.833
1387,49.499,-16.250
1388,49.499,-14.833
1389,49.499,-13.416
